Organizations Count,Followers,Repositories Count,Projects Count,Stars,Forks,Languages Count,Repositories for 3 Languages,Registered Days,Contributions,Level
0.04,0.17513105765990275,0.5052960915885454,0.0,0.0,0.0,0.5409836065573771,0.2643526261005316,0.4030006531659482,0.0,1
0.0,0.0,0.7120688431902812,0.0,0.0,0.017683805722463794,0.45343745058193907,0.24210324831642474,0.0421525740396414,0.0,1
0.78,0.03615529532726024,0.6103880005184759,0.0,0.0024300967459759794,0.009052717399413601,0.4912046357947204,0.34886620871206664,0.10728026634349705,0.0,1
0.06,0.7984061415779592,0.8219704401599294,0.0,0.0,0.0,0.52306569583406,0.3440206515392683,0.08811893908433936,0.09982681021443054,1
0.0,0.14120433098109544,0.36819505559885635,0.0,0.0,0.023849745269815606,0.16963822188370717,0.037037037037037,0.4128871740563149,4.251204194085159e-05,1
0.03,0.20872556699249303,0.6054516453549447,0.0,0.1056893421966879,0.0,0.33083237961092143,0.25276415017323695,0.0,0.0,1
0.03,0.08967857651755615,0.6962837759077152,0.0,0.15030735983150156,0.0,0.3309041000831558,0.33752402006743254,0.0,0.0,1
0.0,0.18334455749256273,0.7265887013626073,0.0,0.021952342377369278,0.010249349186203079,0.13762981134908625,0.25220972521382773,0.0,0.0,1
0.0,0.14980304036425288,0.0666666666666666,0.0,0.04691965118908359,0.032265748191454544,0.39323892792710313,0.1618315763608655,0.31093287030400973,0.0,1
0.01,0.1568250448271708,0.4610251020640755,0.0,0.0,0.03385931980380874,0.40528744809944917,0.41780720289999834,0.077867298633644,0.0,1
0.08,0.194029422975163,0.6180755456810407,0.0,0.0,0.0,0.39697005127245943,0.2075074276474162,0.0,0.09408285668652676,1
0.03,0.09911512147757714,0.21712380783589352,0.0,0.0,0.0021568506433097133,0.28885309816836485,0.03925511579200269,0.06339684641083848,0.023480634916424756,1
0.0,0.0,0.6050089715788692,0.0,0.011240040136546786,0.0,0.06472778738723042,0.3387891931193621,0.18884181030236627,0.06835894281234604,1
0.0,0.825272172403958,0.5763005621880468,0.0,0.001157690803161397,0.003224537059141948,0.4025509144808087,0.0894238388881072,0.5595116472645637,0.0,1
0.28,0.0,0.9767667209764391,1.0,0.0,0.12561804354937656,0.2344149947355332,0.192634504907421,0.030552872878985532,0.007792626208566496,1
0.0,0.1579746162099133,0.4866177227477861,0.0,0.0034307283453745624,0.02251732279774201,0.04709217405026059,0.496969494055022,0.0,0.0,1
0.06,0.1292414814418207,0.21647540230646992,0.0,0.0,0.0,0.4181989944910048,0.12082844723002101,0.22206897639113507,0.0,1
0.01,0.020459467077991945,0.5270587522876384,0.0,0.0,0.013407645081077882,0.34091182840008794,0.30851315726470385,0.0,0.0,1
0.06,0.032873848278097806,0.5966546561677533,0.0,0.0,0.0,0.3889666467742118,0.17903394111821408,0.1255122607168103,0.0,1
0.03,0.1458036699501089,0.7193601621314368,0.0,0.0,0.0,0.37582284457373627,0.1166886975457715,0.0,0.0004151438054897476,1
0.0,0.04144233382090339,0.3829600825275332,0.0,0.013911343701449513,0.0,0.19131549244597956,0.2266087782761346,0.040273406816429824,0.010715001975470928,1
0.0,0.014080634585918152,0.439695465828562,0.0,0.0,0.0,0.1977998591783683,0.5185185185185185,0.0,0.2156035796396284,1
0.93,0.13362058068150634,0.5897536955246636,0.0,0.0,0.2222222222222222,0.5021429954864518,0.19128166931663598,0.06030640773123558,0.0,1
0.44,0.04644320729360752,0.5458050352713081,0.0,0.0,0.09295198755642581,0.3350127182587116,0.043819046721164406,0.19040320153103052,0.024167744669023966,1
0.06,0.10186580836008635,1.0,0.0,0.0,0.03260728835350627,0.4467346254310892,0.18967750946535344,0.0,0.05572803823533275,1
0.01,0.08355479727506332,0.33445923603098426,0.0,0.0,0.019935577532794707,0.10777743103281819,0.2994328852297663,0.02172246304117109,0.04828858294742468,1
0.03,0.0,0.7239795257131599,0.0,0.0,0.0029570380882185843,0.2878415976558671,0.22988023972543659,0.1265713749633009,0.03312517258327603,1
0.0,0.1301897180374206,0.3024603895724406,0.0,0.0,0.0,0.3497155416918785,0.36742322478237144,0.2859035978409715,0.0,1
0.08,0.056275168319764035,0.5146277245925143,0.0,0.0,0.005374247741639221,0.3618695532579717,0.2962128418805322,0.27907852302382585,0.02681912073717721,1
0.01,0.03555699679199175,0.45251144785319136,0.0,0.0,0.011050069721544981,0.4893764475284334,0.4124370453900187,0.2452082965861692,0.015562152935729025,1
0.0,0.04413075308392691,1.0,0.0,0.0,0.16294102679089056,0.08737188036856486,0.3543765539212702,0.013334803517501354,0.011730752849749265,1
0.01,0.0,0.7660136823264195,0.0,0.08163038385162338,0.009485011506845453,0.3620335201356134,0.385904086231289,0.32014289547469,0.0,1
0.05,0.24921491997174794,0.7903094000187469,0.0,0.07128641136654086,0.1602130342646283,0.4062843550659988,0.2648796505963641,0.2163680456617329,0.002888282663529116,1
0.89,0.21324574151610592,0.5044843739757147,0.0,0.005304629025155685,0.1776587002802586,0.3655449742097265,0.19737299076580955,0.14949895976612382,0.0,1
0.05,0.8986800696263589,0.3936764879984766,0.0,0.020616789663530963,0.1388261127119371,0.35573583208030335,0.3711701326502149,0.4174781533399029,0.09059385113395416,1
0.07,0.17813529213203932,0.44356846756113605,0.0,0.0,0.0,0.5299573697001116,0.34601273104694064,0.20433413520662463,0.042537216923207014,1
0.0,0.08037470780841326,0.32338800236107323,0.0,0.02969709967623311,0.005539542957151768,0.20265116617459042,0.33181180291733636,0.15394488124459407,0.0763360121975315,1
0.0,0.11627009309678302,0.4325606631379055,0.0,0.014830431634070624,0.12652858056765956,0.43482576011189866,0.24906198180064396,0.16084771263254635,0.0,1
0.0,0.12453398000991328,0.22680941624575376,0.0,0.0,0.034337226800782786,0.36197777975447365,0.140152413413079,0.07048090614610106,0.0052467667079789705,1
0.01,0.0,0.3552663796464023,0.0,0.0,0.1246636752634265,0.48850668485243903,0.2879351464168717,0.0,0.036625963751630915,1
0.0,0.0,1.0,0.0,0.0,0.0,0.271539897731118,0.14815994699107346,0.17329435759309525,0.01360844439494703,1
0.0,0.0,0.7583666829571551,0.0,0.0,0.06612357414870604,0.2514439201786558,0.3070936754017489,0.09508242405418993,4.081455132990894e-05,1
0.07,0.12434266000200808,0.28962365330387824,0.0,0.15939877831591476,0.2222222222222222,0.4059244864535518,0.3049366859116366,0.04612330426852376,0.1921729471740936,1
0.0,0.1778986814060903,0.27295238820074585,0.0,0.0,0.03011900847381062,0.41706266059652924,0.35061232657033004,0.12200014847526816,0.08152152750826437,1
0.05,0.0,0.77004873937558,0.0,0.0,0.010287438719148952,0.2231038854902566,0.05963718329163489,0.3116318932944789,0.0,1
0.0,0.009166104107173778,0.5880832638888529,0.0,0.003682066145121144,0.0,0.32533995139164085,0.36212973691703965,0.01893228809214864,0.05383796749554631,1
0.0,0.0,0.1653752281530572,0.0,0.004978170406503514,0.13123074487588476,0.25199164666468166,0.27104091083169646,0.1862314036665948,0.17612146119253666,1
0.02,0.06801031153168677,0.8845804192821566,0.0,0.09544430381743187,0.0,0.23006951634485764,0.12594080658033358,0.11834344668435054,0.050085403904481116,1
0.02,0.1889641084997125,0.6661161987428832,0.0,0.0170798420405177,0.16483866242225453,0.23770283041723825,0.20770380000450325,0.0,0.0,1
0.03,0.19613931701970663,0.20447344883134938,0.0,0.0064002449166331455,0.09624987470833503,0.4000918545041299,0.37407636290210744,0.37090145594995944,0.0978575546141191,1
0.0,0.006580735819240492,0.15290110126795597,0.0,0.0,0.002684673571871074,0.4365211945944807,0.40633608416284006,0.21760654829884363,0.00019076377791008708,1
