Organizations Count,Followers,Repositories Count,Projects Count,Stars,Forks,Languages Count,Repositories for 3 Languages,Registered Days,Contributions,Level
0.03,0.19376702595368453,0.9704790814248732,0.0,0.07358929229131254,0.07514989681815094,0.1475409836065573,0.7645815885360069,0.7159784025416808,0.0,3
0.08,0.9511850271612993,0.9717486501705253,0.0,0.11292925683872646,0.3169519499351592,0.1475409836065573,0.8944052634103425,0.18393100046138772,0.0,3
0.69,0.6390379821781802,0.9360195088846525,0.0,0.08012834089310567,0.053758514799429835,0.1475409836065573,0.9744310970162793,0.2019122831585894,0.0,3
0.27,1.0,0.2333333333333333,0.0,0.35,0.0627732399333375,0.17182523830897434,0.6755803344067044,0.1683231127088179,0.10356900206747721,3
0.44,0.9915618441030744,1.0,0.0,0.10006583094535983,0.04442034843550369,0.1475409836065573,1.0,0.46346870708879456,0.0419938983435851,3
0.0,0.4610096692236352,0.8919542996574656,0.0,0.35,0.2515225333708677,0.1475409836065573,0.8015629343827313,0.7158883710018048,0.0,3
0.11,0.30313652409910036,1.0,0.0,0.0,0.004954269576687265,0.2433367815943295,0.8709600946944249,0.6562675657433722,0.0,3
0.0,0.3164154542965971,0.5482048468898167,0.0,0.2312800235999655,0.028058710768736506,0.1475409836065573,0.36018468358387873,0.6891743003885141,0.015514735537570611,3
0.16,0.34132280027324025,0.9558555545517999,0.0,0.06960916517600804,0.06640767428291477,0.4227242112916032,0.5258415604047418,0.9532815188470585,0.10113087368284149,3
0.07,0.41141916302891873,1.0,0.0,0.35,0.7192149505166336,0.1475409836065573,0.4792599179082565,0.7330663112524578,0.0,3
0.0,0.5427790072953191,0.8514916679836643,0.0,0.12778501009995077,0.314459900349497,0.17467527028594226,0.739595322903936,0.8640271586270232,0.009847465439976763,3
0.08,0.12036963142046972,0.8658489356924048,0.0,0.11708728375327643,0.0,0.1475409836065573,0.9033360423609533,0.18835274475019292,0.12933906902873768,3
0.34,0.8942745258731226,1.0,0.0,0.0,0.014786572494909084,0.19785131590578428,0.6034545381817149,0.1683231127088179,0.0,3
0.07,1.0,0.8227754238280848,0.0,0.3437601300109103,0.0,0.1946031136024843,0.1851851851851851,0.1683231127088179,0.05673261616598274,3
0.07,0.2907066601135779,0.4618395473308806,0.0,0.08385025590738497,0.15676712875918425,0.1475409836065573,0.8451548782549796,0.7975157348506513,0.0,3
0.0,0.017112856536060872,0.2333333333333333,0.0,0.35,0.3285776720464746,0.1475409836065573,0.3983777054253209,0.2033659984547172,0.0,3
0.0,0.9299638683245289,0.841355075465518,0.0,0.030329992047851737,0.13314541181737133,0.26937044360166357,1.0,0.41719680004377657,0.05033810744230964,3
0.11,0.7360745462235547,0.37083387199147133,0.0,0.0,0.0710438595472278,0.3402980953286902,0.7304796112965537,0.59132323043303,0.0,3
0.75,0.5842712058561426,0.4217249298122001,0.0,0.031370328222694185,0.7063248273741798,0.16338246470579515,1.0,0.7707111673514063,0.0,3
0.13,0.7321532511509385,0.7933833004600899,0.0,0.35,0.4832441252782046,0.3231647275645867,0.8293970705140975,0.3185222969711262,0.0,3
0.02,0.28957635593770986,0.6618393076488049,0.0,0.0,0.0,0.1475409836065573,0.7996338228764752,0.5706548867878972,0.14003130661108304,3
0.75,0.1716728918723756,0.8051979640047335,0.0,0.0,0.14001182709981286,0.1778258227424348,0.887788915118978,0.2418550828237071,0.024254859263451937,3
0.01,0.44436230624376605,0.9307881969646044,0.0,0.06490369087845707,0.0,0.1475409836065573,1.0,0.2537924506556221,0.01720978329936904,3
0.73,0.3652574708474876,0.854102906292946,0.0,0.16509181613379342,0.027400083282003586,0.1475409836065573,0.5339143592603547,0.21653019951701652,0.0030983017545846217,3
0.0,0.33736254202652727,0.8982452236058163,0.0,0.011151078979701204,0.0,0.18823576521759158,0.5061549976430209,0.27134838118467475,0.0,3
0.09,0.9227994737453366,0.9685255832208827,0.0,0.17821507516289023,0.20101088448878457,0.1475409836065573,1.0,1.0,0.0,3
0.07,0.4547822504440798,0.6405298803724537,0.0,0.0,0.5819104078969473,0.3163371168246334,0.70939549146652,0.5786009017286066,0.004948052502680045,3
0.3,0.2591670114426228,0.6370711383266995,0.0,0.0,0.0,0.255257454224983,0.6054457217540558,0.1683231127088179,0.0,3
0.0,1.0,0.8672832627305133,0.0,0.1747372698518149,0.0188421603423313,0.1475409836065573,0.920395438177389,0.3522434454215969,0.0,3
0.07,0.5453955037748635,0.739033124261967,0.0,0.232983446336653,0.0,0.44061285853379517,0.684461709845661,0.7694483861364714,0.0,3
0.0,0.6838501485552038,1.0,0.0,0.0,0.0,0.284221083136307,0.5437825759414261,0.1683231127088179,0.0661721472093946,3
0.69,1.0,0.9703654637707868,0.0,0.0,0.0924955527252235,0.2387546301145227,0.9979469118553834,0.301842277024281,0.2813713540616505,3
0.62,0.8521460974705212,0.9607300885180319,0.0,0.0,0.0,0.23870275615929784,0.6802919584799766,0.44647075236021366,0.016521782657110004,3
0.24,0.29222098444798245,1.0,0.0,0.0,0.07178202878615256,0.22556067461060747,0.6232274626281997,0.3551261092614616,0.20882031459604888,3
0.72,1.0,1.0,0.0,0.0,0.0,1.0,0.8168824640490631,0.8998583413119794,0.11521186731322691,3
0.46,0.32123574218937967,1.0,0.0,0.21053702992466172,0.8653064452353192,0.23704456781979188,0.5344992723226981,0.587971386257049,0.08070214113856111,3
0.22,0.23832119891303316,1.0,0.0,0.06432540557561456,0.0,0.18206281843152108,0.5295320598429067,0.5753026668750552,0.07172563826308515,3
0.02,1.0,0.969158090022325,0.0,0.08085623501286132,0.0,0.4124295303021382,0.336501790150022,0.43775761238965405,0.0,3
0.36,1.0,0.7617999335777775,0.0,0.12175349961083382,0.0,0.28450385726272837,1.0,0.31566856214579736,0.07504627093775891,3
0.08,1.0,0.9315109931802042,0.0,0.26399271498348,0.18559779632631368,0.20936001449314234,0.1851851851851851,0.4025692148279442,0.01034734970922735,3
0.25,0.931276998627358,0.8858823960286606,0.0,0.0,0.025896392464904494,0.23054352904406172,0.7278217562782998,0.1683231127088179,0.15150842809985324,3
0.28,0.7614810487837049,0.944202374258599,0.0,0.10047796321150115,0.0,0.1475409836065573,0.3976997901560228,0.18974193205679296,0.0,3
0.05,0.4775994859378456,0.9148199831597638,0.0,0.0,0.0,0.1475409836065573,0.7220494520302891,0.4342145449069662,0.0781237218817187,3
0.0,0.6512382342879739,0.28433995562063163,0.0,0.01958303699157958,0.0,0.20530499975189564,0.6837141496155327,0.2902959808660785,0.06569663534105427,3
0.0,1.0,1.0,0.0,0.038141760304965605,0.5338584385690575,0.21944789119469826,1.0,0.9900051060474429,0.0,3
0.01,0.9984954480713875,0.7526031981735444,0.0,0.02783062314763872,0.02425527660030241,0.1598663158211008,0.8922264774149469,0.5870350162319292,0.18365414507733813,3
0.66,1.0,0.9828700520208282,0.0,0.07754218119067449,0.0,0.4253995907742397,0.7879643001233951,0.5922348789477389,0.0,3
0.0,1.0,0.703969285816215,0.0,0.10313167958560597,0.06461922533350627,0.21887359549857485,0.757261217741594,0.33158450968459263,0.0,3
0.0,1.0,0.8272039014451624,0.0,0.0,0.22055160010958902,0.1747024466343686,0.9087137731218864,0.3246154609630357,0.003500768723979329,3
0.0,0.42803655301514554,0.9781935568735489,0.0,0.0,0.0,0.1475409836065573,0.9524664677293793,0.4243647454349777,0.17382598058823007,3
0.22,0.606428702408196,1.0,0.0,0.18393492008261264,0.3271278563591435,0.1475409836065573,0.6331344133823537,0.4447393417918454,0.0,3
0.55,0.3227087713141369,0.815276529479833,0.0,0.0,0.0,0.1475409836065573,1.0,0.1844111600565395,0.0036787294278322127,3
0.13,0.6438296145715464,0.6096048079114543,0.0,0.11072853529031682,0.44004440514766285,0.3605580560641455,1.0,0.21489349980186734,0.0,3
0.37,0.42457809538177443,1.0,0.0,0.24560732518574063,0.02551363167324444,0.23210774972541015,0.5650341947260478,0.8775569407389667,0.08126491064049923,3
0.0,0.5265353150142043,0.8906563749402496,0.0,0.0,0.2600327265219362,0.1475409836065573,1.0,0.1683231127088179,0.06632989147365437,3
0.0,0.346726302864529,1.0,0.0,0.0005321699582040984,0.07409206286731966,0.1998805072041439,0.6305465242103007,0.7172965211610965,0.02819670647784097,3
0.03,1.0,0.7714749928659713,0.0,0.0,0.0,0.434725514872743,1.0,0.6079728671588447,0.0551147880935578,3
0.0,0.23421569997785638,1.0,0.0,0.14107815195516565,0.0,0.27295271022499457,1.0,1.0,0.012619972157417739,3
0.72,0.7999122586114833,1.0,0.0,0.0,0.0,0.1475409836065573,1.0,0.5954106849643885,0.05856224763269634,3
0.14,0.9729834775653703,0.9854732387331687,0.0,0.04749077047289942,0.0,0.6068065482699039,0.5694981081286485,0.7064696371137047,0.0176514419329716,3
0.1,0.2722027507332557,0.9924456438225637,0.0,0.0,0.18105315814989403,0.1475409836065573,0.8808177959619024,0.24435815352645807,0.0,3
0.04,0.4789372131109254,0.2333333333333333,0.0,0.04551827772322478,0.035265637933560384,0.1475409836065573,0.8377187320188622,0.1683231127088179,0.10136155890935575,3
0.04,1.0,0.8622187983422056,0.0,0.05148603744823633,0.0,0.1475409836065573,0.6818380997141553,0.6722579815809795,0.06028530256693756,3
0.25,0.716705477939254,1.0,0.0,0.0,0.0,0.34769018614999225,0.9836458980260963,0.2774850291823477,0.07076188906021846,3
0.0,1.0,0.9376210569212116,0.0,0.2571122011601451,0.0,0.1475409836065573,0.7122649382981331,0.1683231127088179,0.0,3
0.09,1.0,1.0,0.0,0.0,0.27071729584919835,0.1475409836065573,0.26954749165829506,0.25569054560399046,0.0,3
0.05,0.33469426331856317,1.0,0.0,0.12833666774302782,0.6768213838155412,0.1475409836065573,1.0,0.4195505592867849,0.0,3
0.12,0.14510143893650534,0.974107889898662,0.0,0.17511836645201778,0.0,0.1475409836065573,0.8016143273836831,0.574683576001663,0.0,3
0.5,0.7995090141763166,0.9001200929983757,0.0,0.06914885736940021,0.0,0.1475409836065573,0.3455804074085656,0.2352142582027288,0.0,3
0.0,1.0,1.0,0.0,0.2771261617626135,0.25437326016774237,0.24668133150698757,0.46371197561743993,0.2649903577165186,0.008822857538619583,3
0.11,0.8484864823124826,0.9273056966324951,0.0,0.08003203733567456,0.0,0.6091266683954024,0.510838028222581,0.5444042984449409,0.2638855250501194,3
0.5,1.0,1.0,0.0,0.0,0.0,0.216098581379639,1.0,0.7992421429486776,0.0,3
0.75,0.5381146307281786,1.0,0.0,0.01353279579884517,0.2713771893011187,0.1475409836065573,0.8059796262941978,0.6655539345247486,0.03503939586248629,3
0.0,1.0,0.9582452987499495,0.0,0.22008089611622614,0.0,0.1475409836065573,0.7537726803468173,0.19296949489837634,0.0,3
0.52,0.40943998085453726,0.8237751479364057,0.0,0.0,0.0,0.2193350006792591,0.9929764744776177,0.48261805368457217,0.0,3
0.1,0.004458395075022992,0.8293042051429216,0.0,0.10316930047849136,0.4368717327176428,0.584309884417876,0.8020192333796934,0.30405091292225167,0.0,3
0.01,1.0,1.0,0.0,0.1494976507547126,0.0,0.15861606009832332,0.647021485083595,0.1683231127088179,0.07038312869437911,3
0.0,1.0,1.0,0.0,0.2139347766611286,0.8509559812721974,0.495492979515327,0.5183299234785558,0.2795884193089372,0.0,3
0.58,0.8901357217725356,0.7849982086986217,0.0,0.0873068689585405,0.0032546555884881423,0.3609446589295479,1.0,0.35683749702218204,0.322070977151191,3
0.68,0.9155095673332164,1.0,0.0,0.0,0.1275921092546591,0.2046382362159185,0.7337286655215607,0.5037274961305149,0.08591532538948012,3
0.28,0.4699417860158315,0.557778970704227,0.0,0.0,0.0,0.5428416506226498,0.6665139492984873,0.37984989469775565,0.0,3
0.42,1.0,0.9806720890392662,0.0,0.015049591327080405,0.2366435419234006,0.1519222362943977,0.9019295632754651,0.3969046604267321,0.0,3
0.36,1.0,0.9991169947749923,0.0,0.07130813198027913,0.46081911602870546,0.362473499166539,1.0,0.23349651071227134,0.019906093877895034,3
0.04,0.20306326521260182,0.9953643859237862,0.0,0.13978090533996052,0.6685155303769569,0.1475409836065573,0.9010927969123159,0.5704988726480524,0.1290649168722749,3
0.59,0.3446426386926862,0.8968316733102608,0.0,0.12984333351600832,0.08683465483774634,0.3294905278391333,1.0,0.25455435144863986,0.03343891166052369,3
0.0,0.9270367055805532,0.9327034979655207,0.0,0.0609705588681606,0.0,0.18464832556825478,1.0,0.2816383980467589,0.01359615761132986,3
0.06,0.0,0.9002514867725667,0.0,0.12532395158614237,0.15926589101187621,0.1475409836065573,0.9589173931945034,0.1683231127088179,0.0178984346756944,3
0.03,1.0,0.7855931395605902,0.0,0.08242629874835677,0.15231515722798517,0.4666982912154529,0.6084367648879956,0.1683231127088179,0.06997889480123486,3
0.48,0.2755972304941102,1.0,0.0,0.0,0.5951217719889433,0.1475409836065573,0.7936432267285676,0.8234809860662371,0.0,3
0.13,0.4707919697452297,0.2333333333333333,0.0,0.07522656231334046,0.17211594350731171,0.2997109012253706,0.6817898257190055,0.30788924249163674,0.0,3
0.3,0.5376351098832662,0.37000893448104094,0.0,0.026594271053525853,0.0,0.16636351075111835,1.0,0.2784081206863853,0.07475450106342559,3
0.75,1.0,0.2333333333333333,0.0,0.011271927217644515,0.016219311445984763,0.37345490384874824,0.8624461843464395,0.9380150393182456,0.0,3
0.38,1.0,0.7211700653229138,0.0,0.0,0.0,0.6219552699567098,0.570475987042363,0.2735066045908269,0.06344077381405847,3
0.07,0.4893023636674456,0.942191062464518,0.0,0.0,0.0,0.5246440946955696,0.505418584770113,0.5715660378428009,0.0,3
0.02,0.7905705111173328,0.7518651168703269,0.0,0.35,0.0,0.33912871248068377,0.8354263526022819,0.3674798067181182,0.0,3
0.08,0.6850922653090749,1.0,0.0,0.15558605895786284,0.13743592940911586,0.31888979635145787,0.8969351236719801,0.26553995728758045,0.13028241247003652,3
0.13,0.18364296801802307,1.0,0.0,0.0,0.27677368154141796,0.1475409836065573,0.9585429584732832,0.6186220342462961,0.08439772015440769,3
0.0,0.36911694078590873,0.7954647753538464,0.0,0.09581427818179128,0.0516660480664527,0.37565625093791555,0.8849610165251474,0.7241979783647768,0.021694308079514193,3
0.01,0.3193817102031304,1.0,0.0,0.08622132101823629,0.04356525431199083,0.1475409836065573,0.8930595215077972,0.4568488359676208,0.0,3
0.06,0.9275844553051956,1.0,0.0,0.24993636501917443,0.14513342373096344,0.1475409836065573,0.5087598540301499,0.470144225845168,0.0,3
0.03,0.6711118144706691,0.9691491690281364,0.0,0.0,0.0,0.3684799818375503,0.6467962492242789,0.1683231127088179,0.0,3
0.47,0.9288503626790737,1.0,0.0,0.2792853074961991,0.5921640082873133,0.1475409836065573,0.6704365290809228,0.29472062064159327,0.017880464172427446,3
0.0,1.0,1.0,0.0,0.0,0.16876408023530037,0.1475409836065573,0.1851851851851851,0.8206896334679636,0.006494799175824781,3
0.19,0.9125953431711615,1.0,0.0,0.0,0.7965820633999989,0.16680293057127796,0.5900513166953534,0.5932092700095568,0.013170322985092436,3
0.04,1.0,0.7650979752287227,0.0,0.32284672189065355,0.39773081130761645,0.1475409836065573,1.0,0.1683231127088179,0.0,3
0.12,1.0,0.4685337334542058,0.0,0.11654002163138456,0.5086930386604518,0.4023323313766344,0.6671223607965182,0.9473490285149707,0.10023557206324812,3
0.0,0.33777997595603754,0.805201697100379,0.0,0.13449743249154467,0.0,0.1475409836065573,0.1851851851851851,0.9963216878620682,0.09955805546983552,3
0.08,0.592621554840813,1.0,0.0,0.18540113127322094,0.045548210931833026,0.3455943722153297,0.6008677528553367,0.34752245775186874,0.0,3
0.0,0.5073074997789049,0.2333333333333333,0.0,0.0,0.08254378681059862,0.20138124156459825,0.80635318820721,0.1683231127088179,0.0,3
0.38,1.0,0.9826216899438733,0.0,0.062486010850613,0.0,0.42993099091731257,1.0,0.24755652882790646,0.22907955459547963,3
0.07,0.8822877218190789,0.757342545632471,0.0,0.0,0.0,0.40893667799636585,0.9119228065234748,0.5620959411793326,0.0,3
0.15,1.0,0.7967960562758565,0.0,0.19950945744992124,0.15348923443846854,0.17536371383021454,0.9866242276816538,0.1683231127088179,0.05547959910101461,3
0.66,0.8252360739338077,0.8747512258495955,0.0,0.0,0.3271239160235238,0.537956823235816,1.0,0.1683231127088179,0.0,3
0.11,1.0,0.7451066043580024,0.0,0.0,0.11351748712058501,0.1475409836065573,0.7090776609246698,0.5827799845993614,0.04717313577908608,3
0.12,0.48848758759537214,1.0,0.0,0.18196430249755574,0.07996697667987848,0.1475409836065573,0.600148988878364,0.6476260890688746,0.0,3
0.12,1.0,0.924955383654027,0.0,0.23820931747882085,0.0,0.5886130663430027,0.7481859633617342,0.3831834271823976,0.0,3
0.03,0.8266383620241449,0.7628887185802028,0.0,0.0,0.060508468640738375,0.2829998807800725,0.44424668397572825,0.36209058207991507,0.01070168043365987,3
